"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"@Fiery_Sprite @Wraith01 @ButtletDota @starwars Because you have confused the terms.
Centripetal is how a centrifuge¡¦ https://t.co/O5jPSQS6b1",FALSE,0,"Fiery_Sprite",2018-01-23 02:22:07,TRUE,"955623099537424384","955626668575678464","715959353455591425","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Randogg1",0,FALSE,FALSE,NA,NA
"@tonioguzmanf @eusoj @villanuevand @angular A mi me gusta el blog de John Papa! Lo encontrado muy util.  https://t.co/T7nRse3hoA",FALSE,0,"tonioguzmanf",2018-01-23 02:21:59,FALSE,"955601922727309314","955626636333993984","60414339","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ErikJhordan_Rey",0,FALSE,FALSE,NA,NA
"RT @LocoZimmerman: Una Quarter Pounder; la piedra angular de todo buen desayuno...",FALSE,0,NA,2018-01-23 02:21:24,FALSE,NA,"955626488522526720",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nalgomas",16,TRUE,FALSE,NA,NA
"https://t.co/U1uDWScZkP
F Wang et. al.
Towards practical high-speed high dimensional quantum key distribution
  usi¡¦ https://t.co/hhDF5ZuQJ7",FALSE,0,NA,2018-01-23 02:21:20,TRUE,NA,"955626473431367680",NA,"<a href=""https://dicto.xyz/pages/arxiv-twitter-feeds.html"" rel=""nofollow"">arxiv_abstracts</a>","arXiv_quant_ph",0,FALSE,FALSE,NA,NA
"RT @LightSciAppl: #LSA_News: LSA will launch a Special Issue on Twisted Light with Orbital Angular Momentum, https://t.co/vWEYqdGHIA",FALSE,0,NA,2018-01-23 02:21:09,FALSE,NA,"955626426568392704",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","leoncccc1",2,TRUE,FALSE,NA,NA
"Ignite is searching for a #FrontEnd#Developer (JavaScript, Angular) for our #Vancouver client on a #permanent basis¡¦ https://t.co/x9NxtVoR8V",FALSE,0,NA,2018-01-23 02:21:00,TRUE,NA,"955626388589043712",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","ignitetechnical",0,FALSE,FALSE,NA,NA
"RT @AngularJS_dev: #AngularJS #Angular Angular Styling &amp; Animations (for Angular 2+)
¢Ñ https://t.co/QMCokyXyWM

Hyl5I06lHf https://t.co/1WF¡¦",FALSE,0,NA,2018-01-23 02:19:29,FALSE,NA,"955626006995353600",NA,"<a href=""http://simbasystems.com"" rel=""nofollow"">javascriptdigest</a>","javascriptd",1,TRUE,FALSE,NA,NA
"RT @iShelbyBoy: How to Build a Simple Web Server with Node.js - https://t.co/Kj9z2Nh4vM #JavaScript #Js #Angular #AngularJs #React",FALSE,0,NA,2018-01-23 02:19:18,FALSE,NA,"955625963345227777",NA,"<a href=""http://simbasystems.com"" rel=""nofollow"">javascriptdigest</a>","javascriptd",1,TRUE,FALSE,NA,NA
"RT @KrasimirTsonev: Debugging your front-end like is 2019 - check out what I was working on for the past two months https://t.co/LO7KcIm90v¡¦",FALSE,0,NA,2018-01-23 02:18:13,FALSE,NA,"955625688748322816",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Qmuyi",59,TRUE,FALSE,NA,NA
"RT webcodegeeks: #AngularJS UI-Router <U+2013> Introduction https://t.co/APMTArUlxq",FALSE,0,NA,2018-01-23 02:15:32,FALSE,NA,"955625015025815552",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","AdilMishra1",0,FALSE,FALSE,NA,NA
"RT @KrasimirTsonev: Debugging your front-end like is 2019 - check out what I was working on for the past two months https://t.co/LO7KcIm90v¡¦",FALSE,0,NA,2018-01-23 02:09:49,FALSE,NA,"955623575838384128",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","alanmulhall",59,TRUE,FALSE,NA,NA
"@Randogg1 @Wraith01 @ButtletDota @starwars Centrifugal force is a falisey - non-existent. Centrifugal force insinua¡¦ https://t.co/6b9S1ktHQF",FALSE,0,"Randogg1",2018-01-23 02:07:56,TRUE,"955620945091350528","955623099537424384","1902765540","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Fiery_Sprite",0,FALSE,FALSE,NA,NA
"RT @palashv2: When I find out where my bug comes from when I was going to sleep  

#100daysofcode #javascript #reactjs #angularjs #vuejs #n¡¦",FALSE,0,NA,2018-01-23 02:06:09,FALSE,NA,"955622650683973632",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BeckySChapin",32,TRUE,FALSE,NA,NA
"Ionic 3 and Angular 4: Adding Custom Fonts like Open Sans and Font Awesome. https://t.co/hl4OWqPP1i #Programming",FALSE,0,NA,2018-01-23 02:05:56,FALSE,NA,"955622596661399552",NA,"<a href=""https://www.socialoomph.com"" rel=""nofollow"">SocialOomph</a>","ComputerGuruz",0,FALSE,FALSE,NA,NA
"RT webcodegeeks: #AngularJS UI-Router <U+2013> Introduction https://t.co/ZZEcORyrlC",FALSE,0,NA,2018-01-23 02:05:27,FALSE,NA,"955622476502970370",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","greenharry4191",0,FALSE,FALSE,NA,NA
"RT @stackpair_feed: Lead Instructor Principal Web Developer at galvanize (San Francisco) https://t.co/F4QpjqDb1H #angular #css #ember #expr¡¦",FALSE,0,NA,2018-01-23 02:05:01,FALSE,NA,"955622368801472513",NA,"<a href=""http://tucsoncode.org"" rel=""nofollow"">JSabotTCS</a>","TucsonCode",1,TRUE,FALSE,NA,NA
"RT @akras14: New Post: It¡¯s NOT OK to use Angular 1 in 2018 #javascript #Angular #AngularJS https://t.co/6ntzEpk5Iv",FALSE,0,NA,2018-01-23 02:04:25,FALSE,NA,"955622217265664001",NA,"<a href=""http://www.website.com"" rel=""nofollow"">javascript-twitter-bot</a>","JSTweetsBot",3,TRUE,FALSE,NA,NA
"RT @akras14: New Post: It¡¯s NOT OK to use Angular 1 in 2018 #javascript #Angular #AngularJS https://t.co/6ntzEpk5Iv",FALSE,0,NA,2018-01-23 02:03:41,FALSE,NA,"955622030644146176",NA,"<a href=""http://simbasystems.com"" rel=""nofollow"">javascriptdigest</a>","javascriptd",3,TRUE,FALSE,NA,NA
"Sim, vou dar mais uma chance ao Angular! 

Com uma condicao, se fizerem como fizeram na v1.6 pra v2.0 eu desisto de vez!",FALSE,0,NA,2018-01-23 02:02:19,FALSE,NA,"955621687298584577",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PedroLucasLiima",0,FALSE,FALSE,NA,NA
"RT @indiescripter: This one for @Meligy's audience for sure!
#Angular #AngularJS https://t.co/j0ocWlb34e",FALSE,0,NA,2018-01-23 02:02:04,FALSE,NA,"955621626162372609",NA,"<a href=""http://simbasystems.com"" rel=""nofollow"">javascriptdigest</a>","javascriptd",2,TRUE,FALSE,NA,NA
"RT @NabeelMolham: Beginner's Guide to #AngularJS 4: Components #javascript #js https://t.co/VmKxJD71PT",FALSE,0,NA,2018-01-23 02:01:51,FALSE,NA,"955621569924968448",NA,"<a href=""http://simbasystems.com"" rel=""nofollow"">javascriptdigest</a>","javascriptd",0,TRUE,FALSE,NA,NA
"Just discovered Shadow DOM.  Nothing is what I thought it was.  The whole world is a lie!  I AM living in the Matri¡¦ https://t.co/x0NQOQdNcm",FALSE,0,NA,2018-01-23 02:01:40,TRUE,NA,"955621524639072256",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JonesieNZ",0,FALSE,FALSE,NA,NA
"@angular_fish @mikerugnetta https://t.co/HBSOEK2TW9",FALSE,0,"angular_fish",2018-01-23 02:01:02,FALSE,"955580755845042176","955621366128144384","491401859","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","hanonondricek",0,FALSE,FALSE,NA,NA
"#AngularJS UI-Router <U+2013> Introduction https://t.co/T193J3onVW",FALSE,0,NA,2018-01-23 02:00:49,FALSE,NA,"955621311044349952",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","webcodegeeks",0,FALSE,FALSE,NA,NA
"MEAN Stack: Build an App with Angular 2+ and the Angular CLI https://t.co/aolOSKH19o https://t.co/FGW9PaddM7",FALSE,0,NA,2018-01-23 02:00:48,FALSE,NA,"955621306615062528",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","WebStudioSoluti",0,FALSE,FALSE,NA,NA
"Web developer problems #angular #react #vue #ember #aurelia #meteor #js #webdevelopment https://t.co/kKshN6OZMk",FALSE,0,NA,2018-01-23 02:00:25,FALSE,NA,"955621207465975808",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","williamaeoni",0,FALSE,FALSE,NA,NA
"Beginner's Guide to Angular 4: Components https://t.co/xe4GXDjg5z",FALSE,0,NA,2018-01-23 02:00:20,FALSE,NA,"955621190009282565",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","prosourceIT_net",0,FALSE,FALSE,NA,NA
"RT @angular__tuts: Learn Angular 5 from Scratch

¢Ñ https://t.co/BGm5VW0O4P

#angularjs https://t.co/XRhXSxEmVA",FALSE,0,NA,2018-01-23 02:00:16,FALSE,NA,"955621171403214848",NA,"<a href=""http://simbasystems.com"" rel=""nofollow"">javascriptdigest</a>","javascriptd",0,TRUE,FALSE,NA,NA
"RT @sbodrero: How to create custom validators in Angular | Infragistics Blog https://t.co/yDaXCbMjz8
#developer #javascript #angularjs",FALSE,0,NA,2018-01-23 02:00:00,FALSE,NA,"955621106320162816",NA,"<a href=""http://simbasystems.com"" rel=""nofollow"">javascriptdigest</a>","javascriptd",7,TRUE,FALSE,NA,NA
"RT @eventilhq: From Donkey to Unicorn: A new approach to AngularJS migration ¡¤ @jawache at @angularconnect 2017 #Angular  https://t.co/G24E¡¦",FALSE,0,NA,2018-01-23 01:59:31,FALSE,NA,"955620980872773632",NA,"<a href=""http://simbasystems.com"" rel=""nofollow"">javascriptdigest</a>","javascriptd",1,TRUE,FALSE,NA,NA
"https://t.co/V6ohrKEa5s #recrute Developpeur full-stack .NET/Angular en CDI a  https://t.co/c59xDjtJi8 - #emploi¡¦ https://t.co/A3ypS9FmwB",FALSE,0,NA,2018-01-23 01:59:28,TRUE,NA,"955620970298998785",NA,"<a href=""http://www.emplois-web.fr"" rel=""nofollow"">Emplois-Web Tweet</a>","emploiweb",0,FALSE,FALSE,NA,NA
"RT @eibrahim: In case you missed it, check out ""Should I build the next version with React, Vue or Angular?"" https://t.co/MKzTxgyt7x #Vue #¡¦",FALSE,0,NA,2018-01-23 01:59:18,FALSE,NA,"955620928628535296",NA,"<a href=""http://simbasystems.com"" rel=""nofollow"">javascriptdigest</a>","javascriptd",1,TRUE,FALSE,NA,NA
"RT @victorobs: Mi nuevo curso esta teniendo una acogida espectacular 
https://t.co/s96vwmWLgX Gracias a los que formais parte de el <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>",FALSE,0,NA,2018-01-23 01:56:38,FALSE,NA,"955620257430953984",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","victorobs",5,TRUE,FALSE,NA,NA
"RT @LightSciAppl: #LSA_News
LSA will launch a Special Issue on Twisted Light with Orbital Angular Momentum, more details can be found:https¡¦",FALSE,0,NA,2018-01-23 01:56:31,FALSE,NA,"955620227223404544",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","leonccc3",2,TRUE,FALSE,NA,NA
"Angular correlation in $\gamma-\gamma$ coincidences: a quantitative study. https://t.co/PbNrMFmnBK",FALSE,1,NA,2018-01-23 01:56:10,FALSE,NA,"955620140661420032",NA,"<a href=""http://twitter.com/NewPapers/subjects/members"" rel=""nofollow"">Scientific Papers</a>","PhysicsPaper",0,FALSE,FALSE,NA,NA
"RT @LightSciAppl: #LSA_News: LSA will launch a Special Issue on Twisted Light with Orbital Angular Momentum, https://t.co/vWEYqdGHIA",FALSE,0,NA,2018-01-23 01:55:51,FALSE,NA,"955620060067807233",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","leonccc3",2,TRUE,FALSE,NA,NA
"RT @FullstackDevJS: A brief tour of Python 3.7 data classes #Fullstack #Javascript #Angular #DevTips #React #Php #Python #Rails #ROR #Datas¡¦",FALSE,0,NA,2018-01-23 01:55:46,FALSE,NA,"955620038945382400",NA,"<a href=""http://simbasystems.com"" rel=""nofollow"">javascriptdigest</a>","javascriptd",1,TRUE,FALSE,NA,NA
"@goshan__4ik ¬³ ¬²¬Ö¬Ñ¬Ü¬ä¬Ñ ¬ß¬Ñ¬é¬Ú¬ß¬Ñ¬ä¬î ¬ä¬Ñ¬Ü¬à¬Ö ¬ã¬Ö¬Ò¬Ö ¬å¬Õ¬à¬Ó¬à¬Ý¬î¬ã¬ä¬Ó¬Ú¬Ö - ¬Ù¬Ñ¬Ö¬Ò¬Ö¬ê¬î¬ã¬ñ ¬Ü¬Ñ¬Ø¬Õ¬à¬Þ¬å ¬á¬à¬ñ¬ã¬ß¬ñ¬ä¬î ¬Ù¬Ñ ¬Ü¬à¬Õ¬ã¬ä¬Ñ¬Û¬Ý ¬Ú ¬Þ¬Ú¬Ý¬Ý¬Ú¬à¬ß¬í ¬á¬Ñ¬á¬à¬Ü ¬á¬à¡¦ https://t.co/CUD79a3SKd",FALSE,0,"MaxEmocore",2018-01-23 01:54:17,TRUE,"955618617198030853","955619666008985601","3081884656","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MaxEmocore",0,FALSE,FALSE,NA,NA
"RT @OwlbertTheDev: MEAN Stack: Build an App with Angular 2+ and the Angular CLI - The MEAN stack comprises advanced technologies used to de¡¦",FALSE,0,NA,2018-01-23 01:53:40,FALSE,NA,"955619508609150977",NA,"<a href=""http://simbasystems.com"" rel=""nofollow"">javascriptdigest</a>","javascriptd",2,TRUE,FALSE,NA,NA
"RT @FullstackDevJS: Creating A GraphQL Server With Node.js And Express #Angular #React #Javascript #Vue #Frontend #NodeJs https://t.co/GioJ¡¦",FALSE,0,NA,2018-01-23 01:53:33,FALSE,NA,"955619479148429312",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","montooshah",2,TRUE,FALSE,NA,NA
"Towards practical high-speed high dimensional quantum key distribution using partial mutual unbiased basis of photo¡¦ https://t.co/eEviqqqxgF",FALSE,2,NA,2018-01-23 01:53:12,TRUE,NA,"955619392032686080",NA,"<a href=""http://twitter.com/NewPapers/subjects/members"" rel=""nofollow"">Scientific Papers</a>","QuantumPapers",0,FALSE,FALSE,NA,NA
"RT @ghweldon: Also all members of the House of York are soft-featured middle-aged dudes with faces like so many freshly steamed pork dumpli¡¦",FALSE,0,NA,2018-01-23 01:53:07,FALSE,NA,"955619372424400904",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","phendricks71",1,TRUE,FALSE,NA,NA
"RT @angular_pro: Tips and Tricks to Integrate Angular and https://t.co/lRTA4Yhb7d Core

¢Ñ https://t.co/eMF7f4k442

#angularjs https://t.co/¡¦",FALSE,0,NA,2018-01-23 01:51:53,FALSE,NA,"955619060661698560",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KhalidLoam",2,TRUE,FALSE,NA,NA
"@jeffbcross I'm working on my new feature film ""ngMusical"". Starring Mark Wahlberg as Jeff Cross, the gritty, seasoned Angular dev.",FALSE,3,"jeffbcross",2018-01-23 01:50:10,FALSE,"955617742874320896","955618627801169920","16616694","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","startupandrew",0,FALSE,FALSE,NA,NA
"Beginner's Guide to Angular 4: Components https://t.co/x7IapD9ZAD",FALSE,0,NA,2018-01-23 01:50:09,FALSE,NA,"955618627440594944",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","StaffBuzz",0,FALSE,FALSE,NA,NA
"Beginner's Guide to Angular 4: Components https://t.co/VZ5uGgoeb8",FALSE,0,NA,2018-01-23 01:50:06,FALSE,NA,"955618612118736896",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","StaffBuzz",0,FALSE,FALSE,NA,NA
"RT @angularjobs: <ed><U+00A0><U+00BD><ed><U+00B3><U+00B0>New Senior Angular Developers in Denver, Colorado <ed><U+00A0><U+00BD><ed><U+00B1><U+0089> https://t.co/1yERIlp9uw #Angular #Coloradojobs",FALSE,0,NA,2018-01-23 01:49:57,FALSE,NA,"955618574307033088",NA,"<a href=""http://www.blaccspot.com"" rel=""nofollow"">JavaScript Digest</a>","js_digest",1,TRUE,FALSE,NA,NA
"@DeborahKurata @pluralsight First of all yours Angular course is one of the best on pluralsight...and yes, color co¡¦ https://t.co/fNztJMstCo",FALSE,2,"DeborahKurata",2018-01-23 01:48:54,TRUE,"955606344265908224","955618309797421056","802671878","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jatinpatel136",0,FALSE,FALSE,NA,NA
"RT @eusoj: Amigos de Bolivia , no se pueden perder la siguiente meetup :) 

#Bolivia #Cochabamba #Angular #JS https://t.co/AGSK6KyMmr",FALSE,0,NA,2018-01-23 01:48:53,FALSE,NA,"955618306811224069",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","angularBolivia",3,TRUE,FALSE,NA,NA
"RT @eusoj: Amigos de Bolivia , no se pueden perder la siguiente meetup :) 

#Bolivia #Cochabamba #Angular #JS https://t.co/AGSK6KyMmr",FALSE,0,NA,2018-01-23 01:48:36,FALSE,NA,"955618236988616704",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","luixaviles",3,TRUE,FALSE,NA,NA
"RT @angularBolivia: We're happy to announce our first meetup of the year!
We'll have awesome talks and @eusoj(Mexico) will join us this tim¡¦",FALSE,0,NA,2018-01-23 01:48:35,FALSE,NA,"955618232597061632",NA,"<a href=""http://www.techxorcism.com/"" rel=""nofollow"">Techxorcism</a>","Techxorcism",3,TRUE,FALSE,NA,NA
"<ed><U+00A0><U+00BD><ed><U+00B3><U+00B0>New Senior Angular Developers in Denver, Colorado <ed><U+00A0><U+00BD><ed><U+00B1><U+0089> https://t.co/1yERIlp9uw #Angular #Coloradojobs",FALSE,0,NA,2018-01-23 01:47:59,FALSE,NA,"955618081996451842",NA,"<a href=""https://angularjobs.com"" rel=""nofollow"">AJWPJB</a>","angularjobs",1,FALSE,FALSE,NA,NA
"RT @dezeen: Eric Rosen Architects carved away parts of a sloped site to make way for this multi-level home in Los Angeles https://t.co/vW9O¡¦",FALSE,0,NA,2018-01-23 01:45:29,FALSE,NA,"955617452452331520",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","FilippoNegroli",14,TRUE,FALSE,NA,NA
"#Angular 2, #React Native Top List of In-Demand Freelance Dev Skills https://t.co/sCd9dJ0den @ADTmag",FALSE,1,NA,2018-01-23 01:45:00,FALSE,NA,"955617328519155717",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","JoeIngeno",0,FALSE,FALSE,NA,NA
"RT @ManfredSteyer: Workshop in Vienna: Progressive Web Apps using #Angular Service Worker with #PWA-Expert and GDE @webmaxru . Book now to¡¦",FALSE,0,NA,2018-01-23 01:44:56,FALSE,NA,"955617311389618176",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Michael_Hladky",3,TRUE,FALSE,NA,NA
"Angular 2 Developer is required for simple project by RoyalAngel: I need an¡¦ https://t.co/CFC9mnOGmg #freelance #job",FALSE,1,NA,2018-01-23 01:44:45,FALSE,NA,"955617267936501760",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","furthest_works",0,FALSE,FALSE,NA,NA
"RT @maxlynch: I really enjoy React and Angular and other frameworks, but given the potential we have with Web Components to create things n¡¦",FALSE,0,NA,2018-01-23 01:44:30,FALSE,NA,"955617201737777152",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","lastmjs",14,TRUE,FALSE,NA,NA
"RT @palashv2: When I find out where my bug comes from when I was going to sleep  

#100daysofcode #javascript #reactjs #angularjs #vuejs #n¡¦",FALSE,0,NA,2018-01-23 01:42:56,FALSE,NA,"955616810711347202",NA,"<a href=""http://collins33.github.io"" rel=""nofollow"">Muru Bot</a>","collinsnjau1",32,TRUE,FALSE,NA,NA
"Lead Instructor Principal Web Developer at galvanize (San Francisco) https://t.co/F4QpjqDb1H #angular #css #ember #expressjs #html",FALSE,0,NA,2018-01-23 01:42:37,FALSE,NA,"955616730880999424",NA,"<a href=""https://www.latitude.work"" rel=""nofollow"">Latitude Listing Feed</a>","stackpair_feed",1,FALSE,FALSE,NA,NA
"RT @palashv2: When I find out where my bug comes from when I was going to sleep  

#100daysofcode #javascript #reactjs #angularjs #vuejs #n¡¦",FALSE,0,NA,2018-01-23 01:42:26,FALSE,NA,"955616683246411776",NA,"<a href=""https://buffer.com/"" rel=""nofollow"">Buffer</a>","_KenWilliams_",32,TRUE,FALSE,NA,NA
"RT @codeburstio: ¡°The 2018 Web Developer Roadmap¡± by @BrandonMorelli https://t.co/339pF80KNC #javascript #webdev #react #angular #vue #php¡¦",FALSE,0,NA,2018-01-23 01:41:12,FALSE,NA,"955616374667100160",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gurumvg",13,TRUE,FALSE,NA,NA
"Also all members of the House of York are soft-featured middle-aged dudes with faces like so many freshly steamed p¡¦ https://t.co/F0q3pr9TSJ",FALSE,19,"ghweldon",2018-01-23 01:38:57,TRUE,"955614424588521473","955615807790354432","22534863","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ghweldon",1,FALSE,FALSE,NA,NA
"@vuejs is bigger than React, Angular and any other Framework but the market does not know it yet, so let's continue¡¦ https://t.co/Ey42fc72XR",FALSE,0,"vuejs",2018-01-23 01:38:45,TRUE,NA,"955615756380770305","2292889800","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","cristofersousa",0,FALSE,FALSE,NA,NA
"¡¼ÊÇáÜÓø¡½ angular velocity",FALSE,0,NA,2018-01-23 01:36:27,FALSE,NA,"955615178439106560",NA,"<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>","physics_eng1905",0,FALSE,FALSE,NA,NA
"RT @AngularJSFan: The Full Stack Web Development

¢Ñ https://t.co/0ZKftut3RB

#angular2 #angular https://t.co/dQELEOsVHQ",FALSE,0,NA,2018-01-23 01:35:49,FALSE,NA,"955615016757219328",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","maponi",1,TRUE,FALSE,NA,NA
"@lukeed05 That's really cool! I am trying to do something about the pain that is looking for a React or Go job. Ang¡¦ https://t.co/km9CyeI0jn",FALSE,0,"lukeed05",2018-01-23 01:34:57,TRUE,"955613817697742849","955614798280118272","1100495504","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","getDanArias",0,FALSE,FALSE,NA,NA
"RT @eusoj: Amigos de Bolivia , no se pueden perder la siguiente meetup :) 

#Bolivia #Cochabamba #Angular #JS https://t.co/AGSK6KyMmr",FALSE,0,NA,2018-01-23 01:34:30,FALSE,NA,"955614686669656064",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","chino_che",3,TRUE,FALSE,NA,NA
"RT @KrasimirTsonev: Debugging your front-end like is 2019 - check out what I was working on for the past two months https://t.co/LO7KcIm90v¡¦",FALSE,0,NA,2018-01-23 01:33:38,FALSE,NA,"955614469672988672",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GokulRaja",59,TRUE,FALSE,NA,NA
"SKF Explorer single row angular contact ball bearings for high speeds - Automotive World https://t.co/EvzznGrVyR",FALSE,0,NA,2018-01-23 01:31:51,FALSE,NA,"955614020773453824",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","ScrapperMetal",0,FALSE,FALSE,NA,NA
"MeaNews - Simple JavaScript News App by hockic #Javascript https://t.co/tvNlAgNYxD",FALSE,0,NA,2018-01-23 01:30:47,FALSE,NA,"955613751155322880",NA,"<a href=""http://trendingnews.de/twando/"" rel=""nofollow"">MyTwandoApplication02</a>","Technik_Blogger",0,FALSE,FALSE,NA,NA
"Creating A GraphQL Server With Node.js And Express #Angular #React #Javascript #Vue #Frontend #NodeJs https://t.co/GioJprr6MF",FALSE,2,NA,2018-01-23 01:30:06,FALSE,NA,"955613579574697984",NA,"<a href=""http://learntocode.com.ng"" rel=""nofollow"">FullstackdevJs</a>","FullstackDevJS",2,FALSE,FALSE,NA,NA
"RT @userkoded: Hey Brandon <U+2014> Bee Design thanks for following me. Id love to help with your #reactjs #angular #nodejs #javascript problems f¡¦",FALSE,0,NA,2018-01-23 01:29:05,FALSE,NA,"955613325290823680",NA,"<a href=""https://rishabhmishra.me/"" rel=""nofollow"">React Dev autobot</a>","_reactdev",1,TRUE,FALSE,NA,NA
"Hey Brandon <U+2014> Bee Design thanks for following me. Id love to help with your #reactjs #angular #nodejs #javascript problems for free.",FALSE,0,NA,2018-01-23 01:28:19,FALSE,NA,"955613132122132481",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","userkoded",1,FALSE,FALSE,NA,NA
"RT @dezeen: Reader comment: ""More like a museum than a home"" https://t.co/J3pTycWsuW",FALSE,0,NA,2018-01-23 01:26:37,FALSE,NA,"955612702008926210",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KuntaKitten",15,TRUE,FALSE,NA,NA
"RT @VirtualmindArg: Top 10 Angular articles in 2017 from Angular-In-Depth you really want to read: https://t.co/wbjOTS6zBi 
#JavaScript #An¡¦",FALSE,0,NA,2018-01-23 01:24:40,FALSE,NA,"955612213808689152",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","fjudzon",3,TRUE,FALSE,NA,NA
"RT @moderndotweb: We're excited about the upcoming online @ThisDotMedia event 2/22! Some amazing core contributors like @BenLesh @IgorMinar¡¦",FALSE,0,NA,2018-01-23 01:22:10,FALSE,NA,"955611584956542976",NA,"<a href=""http://simbasystems.com"" rel=""nofollow"">javascriptdigest</a>","javascriptd",2,TRUE,FALSE,NA,NA
"RT @angularBolivia: We're happy to announce our first meetup of the year!
We'll have awesome talks and @eusoj(Mexico) will join us this tim¡¦",FALSE,0,NA,2018-01-23 01:22:03,FALSE,NA,"955611553964941313",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","luixaviles",3,TRUE,FALSE,NA,NA
"RT @angularjobs: <ed><U+00A0><U+00BD><ed><U+00B3><U+00B0>New Senior Angular Developers in Monterey Park, CA <ed><U+00A0><U+00BD><ed><U+00B1><U+0089> https://t.co/C5sVc2pd4m #Angular #CAjobs",FALSE,0,NA,2018-01-23 01:21:57,FALSE,NA,"955611527503106050",NA,"<a href=""http://www.blaccspot.com"" rel=""nofollow"">JavaScript Digest</a>","js_digest",1,TRUE,FALSE,NA,NA
"RT @JavaScriptDaily: Building a Real Time Chat App From Scratch using TypeScript: https://t.co/UU5vy7ycM5",FALSE,0,NA,2018-01-23 01:21:34,FALSE,NA,"955611430287327233",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ragunathan",122,TRUE,FALSE,NA,NA
